col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,target
c,0,10,6,0,1,,,b,e,1,211699,33,40,0
b,0,13,1,0,1,2,4,a,b,1,175622,49,40,1
g,0,9,2,0,1,3,5,b,e,1,153522,65,17,0
b,0,15,11,0,1,3,4,a,b,1,258339,35,55,1
b,0,13,1,0,1,3,7,a,b,1,119793,27,40,0
b,1977,9,2,0,1,3,6,a,b,1,133503,33,45,1
a,0,8,16,0,1,3,6,b,d,1,162840,18,20,0
b,0,14,4,0,1,5,4,a,b,1,67671,41,50,0
a,1340,13,1,0,1,3,2,a,a,1,188888,38,40,0
b,0,9,2,0,1,3,10,a,b,1,140644,45,40,0
a,0,10,6,0,1,,,a,d,1,126154,18,40,0
e,0,10,6,0,26,3,5,b,e,1,245659,33,38,0
a,0,9,2,0,,3,3,a,a,1,129624,28,40,0
c,0,9,2,0,1,3,4,b,e,4,104068,47,40,0
b,0,12,7,0,1,3,1,b,c,2,337908,30,20,0
b,0,12,7,0,1,3,4,a,b,1,161141,36,40,0
a,0,9,2,0,1,3,6,a,d,1,162228,21,30,0
a,0,13,1,0,1,3,4,a,a,1,116391,44,40,0
d,0,9,2,0,1,3,6,a,a,1,314310,33,20,0
b,0,9,2,0,1,,,a,b,2,394534,61,6,0
b,0,10,6,0,1,3,7,a,b,1,308136,29,40,0
b,0,10,6,0,1,3,7,a,b,1,194698,45,40,1
a,0,9,2,0,1,,,b,d,1,67793,18,60,0
a,1564,11,8,0,1,5,13,a,a,1,302422,29,56,1
a,0,13,1,0,1,3,4,b,d,1,289147,27,40,0
b,0,10,6,0,1,3,10,a,b,1,229826,21,20,0
b,0,10,6,3781,1,,,b,c,1,154235,22,35,0
b,0,10,6,0,1,7,7,a,b,1,246739,49,45,1
b,0,10,6,0,1,3,2,a,b,1,188041,35,50,0
b,0,9,2,5178,1,3,7,a,b,1,187440,47,40,1
b,0,10,6,0,1,5,8,a,b,1,105266,37,40,0
b,0,11,8,0,1,3,4,a,b,1,249208,37,48,1
c,0,9,2,0,1,3,7,a,a,1,203492,26,40,0
a,0,9,2,0,1,,,a,d,1,71076,18,40,0
b,0,10,6,0,1,4,7,a,b,1,146477,55,45,0
b,0,12,7,5178,1,3,6,a,b,1,201699,47,50,1
e,0,9,2,0,1,3,7,b,e,4,205949,59,40,0
g,0,9,2,0,1,3,1,b,e,1,90245,70,5,0
b,0,9,2,0,27,4,11,a,b,1,177647,53,40,1
c,0,9,2,0,1,3,4,b,e,1,126494,39,40,0
b,0,5,5,0,1,3,3,a,b,1,257735,38,40,0
e,0,10,6,0,17,3,11,b,e,1,1161363,33,50,0
a,0,10,6,0,1,,,a,d,1,257343,19,40,0
a,0,9,2,0,1,3,1,a,a,1,221452,28,40,0
c,0,6,13,0,1,3,5,b,a,1,260669,74,1,0
b,0,13,1,0,1,3,1,a,b,1,192344,40,40,1
c,0,11,8,0,1,3,6,a,a,1,80479,35,40,0
c,0,9,2,0,1,2,7,a,a,1,108808,35,50,0
b,0,10,6,0,1,3,6,a,b,1,175674,41,40,1
a,0,10,6,0,1,3,6,a,a,1,272950,38,50,0
b,0,6,13,0,1,2,7,a,b,1,160786,29,35,1
b,0,9,2,0,1,2,2,a,b,1,122206,46,50,0
c,0,9,2,0,1,3,7,b,a,1,121168,46,40,0
b,0,13,1,0,1,3,4,a,b,1,209547,40,60,1
b,0,13,1,7688,1,4,2,a,b,1,244473,29,40,1
b,0,12,7,0,1,3,13,a,b,2,176296,39,60,0
a,0,9,2,0,1,3,2,a,d,1,91666,31,60,0
c,0,14,4,4650,1,5,2,b,a,1,191025,50,70,0
a,0,13,1,0,1,1,4,b,a,1,63704,31,40,0
b,0,10,6,0,1,3,7,a,b,1,31659,27,45,0
a,0,10,6,0,1,3,3,a,a,2,191230,27,25,0
a,0,13,1,0,1,3,4,b,a,1,56340,28,20,0
a,0,9,2,0,1,3,5,b,d,2,221157,21,30,0
c,0,13,1,0,1,5,2,a,a,1,143910,57,40,0
c,0,14,4,0,1,5,4,b,a,1,435836,56,40,0
a,0,9,2,0,1,,,b,a,1,61499,22,40,0
e,0,1,15,0,26,3,5,b,e,1,209182,48,40,0
c,0,10,6,0,1,7,6,a,e,3,107218,36,55,0
b,0,8,16,0,1,3,8,a,b,1,55500,51,40,0
a,0,12,7,0,1,5,8,a,a,1,357962,39,48,0
b,0,9,2,0,1,3,8,a,b,1,200355,43,70,1
b,0,14,4,0,,3,4,a,b,3,320451,38,40,0
b,0,9,2,0,1,5,10,a,b,1,184542,51,40,0
b,0,9,2,0,1,1,4,a,b,1,206927,43,40,0
b,0,14,4,7298,1,3,4,a,b,1,54310,44,40,1
c,0,9,2,0,1,3,2,b,e,1,208165,35,50,0
b,1902,9,2,0,1,3,4,a,b,1,146908,40,40,1
e,0,6,13,0,1,3,5,b,d,2,318416,39,12,0
b,0,4,9,0,,7,7,a,b,1,207540,47,40,0
a,0,1,15,0,1,3,5,b,d,1,69911,23,15,0
b,0,7,3,0,1,3,10,a,b,1,305304,26,40,0
a,0,9,2,0,1,5,4,b,d,2,295289,25,40,0
e,0,10,6,0,1,3,3,a,a,2,275110,29,42,0
a,0,9,2,0,1,3,10,a,a,1,339773,30,45,0
b,1485,13,1,0,29,1,1,a,b,3,399246,57,40,0
b,0,11,8,0,1,7,6,a,b,1,51264,37,40,1
b,0,13,1,3103,1,3,6,a,b,1,49020,39,48,1
a,0,14,4,0,1,3,2,b,a,1,178100,37,40,1
b,0,9,2,0,1,,,a,b,1,215943,45,40,0
a,0,10,6,0,1,3,6,b,d,1,176178,21,16,0
b,0,10,6,0,1,1,1,b,c,2,180884,25,40,0
g,0,9,2,0,1,1,1,b,e,4,130466,61,40,0
b,0,9,2,2414,1,3,1,a,b,1,328525,59,15,0
a,0,9,2,0,1,3,3,a,d,1,142712,28,40,0
a,0,10,6,0,1,3,1,b,e,1,176321,24,40,0
b,0,9,2,0,2,3,10,a,b,1,145041,47,40,1
f,0,9,2,0,1,3,8,a,b,1,95423,29,80,0
c,0,5,5,0,1,2,5,b,a,1,215096,49,20,0
c,0,13,1,0,1,5,4,b,e,1,177599,41,35,0
a,0,10,6,0,1,3,2,b,a,2,123920,33,40,0
a,0,10,6,0,1,,,a,d,1,201490,20,40,0
b,1977,16,10,0,1,3,4,b,c,1,46990,40,20,1
c,0,10,6,0,1,3,3,a,a,1,388672,32,16,0
c,0,13,1,0,1,3,6,a,a,2,149210,48,40,1
a,0,10,6,0,1,3,6,b,d,1,134787,24,40,0
b,0,11,8,0,1,3,11,a,b,1,185407,50,38,1
a,0,9,2,0,1,1,13,a,f,3,86143,31,40,0
b,0,11,8,0,1,3,7,a,b,1,41721,23,55,1
b,0,9,2,0,1,3,5,a,b,1,195744,35,40,0
b,0,9,2,0,1,5,13,a,b,1,96062,50,40,0
c,0,5,5,0,1,3,3,a,a,1,215150,39,50,0
b,0,4,9,0,2,3,5,a,b,1,270728,52,48,0
b,0,9,2,0,1,3,9,a,b,1,75012,44,80,0
b,0,13,1,0,1,3,4,a,b,1,206139,43,50,1
b,0,9,2,0,1,3,4,a,b,1,50700,39,40,0
a,0,4,9,0,6,3,9,a,a,1,224258,33,40,1
a,1564,14,4,0,1,3,2,a,a,1,240441,31,40,1
b,0,10,6,0,1,2,4,b,c,1,406811,40,40,1
b,0,15,11,0,1,5,4,a,b,1,34452,28,40,0
a,0,8,16,0,19,3,4,b,a,3,361341,19,25,0
b,0,11,8,0,1,3,7,a,b,1,78247,35,50,0
b,0,13,1,0,1,3,4,a,b,1,106900,44,60,0
b,0,13,1,0,10,2,1,a,b,1,165108,40,40,0
a,0,10,6,0,1,3,1,b,d,1,406641,20,35,0
c,0,9,2,0,1,3,7,a,e,2,171467,55,48,1
e,0,4,9,0,1,3,8,a,a,1,341187,30,35,0
b,0,9,2,0,1,3,6,a,b,1,119177,38,55,1
b,0,9,2,2653,1,3,6,a,b,1,104896,75,20,0
a,0,7,3,0,1,3,5,a,d,1,342752,17,15,0
b,0,14,4,20051,16,,,a,b,1,76641,79,40,1
a,0,10,6,0,1,3,6,a,d,1,47541,20,30,0
a,0,12,7,0,1,3,11,a,a,1,233461,25,30,0
b,0,13,1,0,1,3,6,a,b,1,303954,27,45,0
a,0,10,6,0,1,3,6,b,d,1,163015,19,20,0
b,0,10,6,0,1,3,6,b,c,4,75763,21,40,0
a,0,10,6,0,1,3,5,a,d,1,43003,19,20,0
a,0,10,6,0,1,3,5,a,a,1,328239,42,40,0
b,0,6,13,0,1,3,7,a,b,1,130856,28,36,0
b,0,10,6,0,13,2,7,a,b,1,190072,47,40,1
c,0,10,6,0,1,3,5,b,e,1,170148,59,32,0
b,0,9,2,0,1,3,7,a,b,1,104501,50,40,1
b,0,9,2,0,1,7,2,a,b,1,213140,48,80,0
b,0,9,2,0,1,5,13,a,b,1,175509,33,40,0
a,0,12,7,0,1,3,6,b,a,1,173611,27,40,0
a,0,16,10,99999,1,3,4,a,a,1,148995,45,30,1
a,0,4,9,0,1,3,6,a,d,1,64520,24,40,0
b,0,9,2,0,1,3,1,b,c,1,139822,31,40,1
a,0,3,12,0,6,3,9,a,f,2,258700,24,40,0
a,0,9,2,0,1,3,2,a,a,1,34796,29,40,0
a,0,9,2,0,1,3,10,a,d,1,124963,24,30,0
a,0,13,1,0,1,3,1,b,a,1,65743,24,30,0
a,0,10,6,0,3,3,2,b,a,2,161087,28,45,0
b,0,9,2,0,1,,,a,b,1,424591,63,40,0
b,0,10,6,0,1,4,3,a,b,1,203836,36,50,0
b,0,4,9,0,1,1,8,a,b,1,110199,58,40,0
c,0,10,6,0,1,3,2,b,a,1,316059,51,36,0
b,0,10,6,0,1,3,7,a,b,1,255667,42,50,1
b,0,10,6,0,1,3,10,a,b,1,193689,39,40,0
a,0,13,1,0,1,3,4,b,d,3,60722,26,40,0
a,0,10,6,0,1,3,7,a,a,1,187847,39,40,0
a,0,13,1,0,1,3,4,a,a,1,233275,28,45,0
b,0,13,1,15024,1,3,4,a,b,4,215404,51,40,1
d,0,13,1,0,1,3,2,a,e,1,201865,45,40,0
b,0,11,8,0,1,3,7,a,b,1,118889,45,40,0
a,0,13,1,0,1,1,4,b,a,1,368739,23,40,0
a,1408,10,6,0,1,3,5,a,a,1,123833,38,40,0
d,0,7,3,0,6,3,8,a,d,1,171344,38,36,0
b,0,10,6,0,1,3,10,a,b,1,153976,39,40,0
a,0,11,8,0,1,3,9,a,a,1,374883,52,50,0
a,0,8,16,0,1,3,6,b,d,1,167658,17,6,0
b,0,13,1,0,1,3,2,a,b,1,348504,31,50,0
a,0,9,2,0,1,3,8,a,d,2,258509,22,24,0
c,0,9,2,1831,1,1,1,b,e,1,108890,47,38,0
a,0,10,6,0,1,3,1,b,a,1,188236,28,40,0
a,0,9,2,0,1,,,b,e,2,355571,30,40,0
b,0,9,2,0,1,3,8,a,b,1,425049,41,50,1
a,0,14,4,0,1,3,4,a,a,2,142555,29,42,0
c,0,15,11,0,1,2,4,a,e,1,29320,42,60,1
b,0,10,6,0,1,4,1,a,b,1,207841,52,40,0
a,0,13,1,0,1,3,4,b,a,1,187329,35,40,0
a,0,12,7,0,1,3,1,b,d,1,270973,28,40,0
b,0,14,4,7688,1,3,4,a,b,1,197332,46,46,1
a,0,10,6,2176,1,,,b,d,1,175166,21,40,0
d,0,9,2,0,1,5,1,b,e,2,160187,45,40,0
a,0,9,2,0,1,3,8,a,d,1,197918,21,40,0
b,0,6,13,0,1,3,1,a,b,1,192290,74,20,0
b,0,9,2,0,1,3,8,a,f,1,241895,29,40,0
c,0,9,2,0,1,5,1,b,e,1,164515,39,40,0
b,0,10,6,7688,1,3,7,a,b,1,147206,44,45,1
a,0,13,1,0,1,7,9,a,a,1,306868,23,40,0
c,0,12,7,0,1,5,2,b,a,2,169837,32,40,0
c,0,6,13,0,1,,,b,a,1,124648,61,40,0
c,0,9,2,0,1,3,2,b,a,1,185057,43,30,1
a,0,1,15,0,21,3,5,b,a,3,240049,23,40,0
a,0,10,6,0,1,3,1,b,d,1,164441,18,38,0
b,0,9,2,0,1,3,3,a,b,1,179314,38,40,0
e,0,13,1,4650,1,3,4,a,a,1,319854,33,35,0
a,0,10,6,0,7,7,5,b,d,3,148955,19,35,0
a,0,10,6,4101,1,3,8,a,a,1,32950,23,40,0
c,0,9,2,0,1,3,11,a,d,1,206699,37,45,0
a,0,9,2,0,1,3,9,a,d,1,385646,25,40,0
c,0,9,2,0,,3,8,a,e,1,31438,36,43,0
b,0,8,16,3103,1,3,1,b,c,2,168598,45,40,1
a,0,13,1,0,1,3,1,b,a,1,97306,32,48,0
c,0,7,3,0,1,,,b,a,3,106910,65,15,0
a,0,7,3,0,1,2,7,a,d,1,29582,18,40,0
a,0,9,2,0,6,3,8,a,e,1,220284,25,40,0
a,0,14,4,0,,3,6,a,a,1,110226,29,65,0
b,0,10,6,0,1,3,7,a,b,1,240914,53,40,0
b,0,16,10,0,1,3,4,a,b,1,115496,33,60,1
a,0,13,1,0,1,3,7,a,a,1,105817,27,45,0
b,0,9,2,0,1,1,13,a,b,1,330836,24,40,0
b,0,4,9,0,1,2,10,a,b,1,36327,54,50,0
a,0,10,6,0,1,3,6,b,a,1,33423,23,30,0
g,0,11,8,0,1,3,1,b,a,3,75673,45,40,0
b,0,10,6,0,1,3,2,b,c,1,185744,36,35,1
b,0,7,3,5178,1,3,7,a,b,1,186035,36,40,1
a,1669,14,4,0,1,5,4,b,a,1,196456,44,40,0
a,0,9,2,0,1,3,8,a,e,2,111450,24,40,0
c,1380,10,6,0,1,3,6,a,d,1,115289,39,70,0
d,0,9,2,0,1,3,3,b,e,1,74879,50,40,0
b,0,9,2,15024,1,3,2,b,c,1,117312,38,40,1
g,0,13,1,0,1,3,2,b,e,1,272902,58,40,0
b,0,9,2,0,1,7,5,a,b,2,220230,44,48,0
a,0,13,1,0,1,3,6,a,d,3,90934,24,55,0
b,0,9,2,15024,1,7,2,a,b,1,234286,52,40,1
c,0,13,1,8614,1,3,6,a,a,1,364548,46,40,1
b,0,16,10,15024,1,7,4,a,b,1,283676,50,60,1
b,0,12,7,0,1,3,7,a,b,1,195602,34,44,0
a,0,12,7,0,1,3,11,a,a,2,70761,40,40,0
c,0,13,1,0,1,3,1,b,e,1,142717,53,40,0
a,0,9,2,0,1,3,1,b,d,1,124242,24,40,0
b,0,13,1,0,1,,,a,b,1,53481,58,70,0
b,0,10,6,0,1,3,7,a,b,1,287797,26,45,0
a,0,12,7,0,1,3,3,a,d,1,188274,22,40,0
b,0,9,2,0,1,3,7,a,b,1,171968,36,40,0
g,0,12,7,0,1,,,b,a,1,74795,78,4,0
b,0,13,1,0,12,3,4,a,b,1,218490,36,45,1
b,0,13,1,0,1,5,4,b,c,1,94937,43,28,0
b,0,4,9,0,1,3,3,a,b,1,109511,60,40,0
b,0,14,4,7298,1,5,4,a,b,1,269527,49,40,1
b,1977,4,9,0,,7,7,a,b,1,201689,50,63,1
a,0,4,9,0,1,2,3,a,e,2,120672,34,10,0
b,0,10,6,0,1,3,1,a,b,1,130779,46,40,0
b,0,13,1,0,1,5,8,a,b,2,441542,46,40,0
b,0,9,2,0,1,3,5,a,b,1,114801,69,20,0
b,0,6,13,0,1,3,7,a,b,1,180284,32,40,1
a,0,13,1,0,1,5,4,a,a,1,27444,40,50,1
b,0,3,12,3411,1,3,3,a,b,1,180382,61,45,0
b,0,10,6,0,1,3,2,a,b,1,143266,56,40,1
b,0,9,2,0,1,3,11,a,b,1,139268,47,40,0
b,0,9,2,0,1,3,10,a,b,2,126208,29,40,0
b,0,9,2,0,1,3,10,a,b,1,186191,37,46,0
a,2559,15,11,0,1,3,4,b,a,1,197163,51,50,1
b,1902,14,4,0,1,1,2,a,b,1,193524,44,40,1
e,0,9,2,0,1,3,5,b,e,1,181388,33,40,0
c,0,15,11,0,1,2,4,a,a,1,124963,51,80,1
b,0,11,8,0,1,3,10,a,b,1,188925,24,40,0
a,0,11,8,0,1,2,5,b,d,1,149230,37,40,0
c,0,10,6,0,1,3,2,a,a,1,388725,40,40,0
a,0,14,4,0,1,3,2,a,d,1,113543,34,40,0
c,0,13,1,0,1,,,b,e,1,187636,61,40,0
b,0,9,2,0,,7,2,a,b,1,267763,56,40,0
g,0,7,3,0,1,4,1,b,a,1,143849,69,20,0
c,0,11,8,0,1,2,5,b,e,1,97277,41,10,0
b,0,9,2,0,1,3,7,a,b,1,199303,40,40,0
a,0,10,6,0,1,3,3,a,d,2,124852,57,40,0
b,0,13,1,0,1,3,2,a,b,1,50053,26,55,0
b,0,9,2,0,1,3,7,a,b,1,97005,53,46,1
e,0,4,9,0,1,,,b,a,1,175444,90,15,0
c,0,13,1,0,1,3,2,a,a,1,337898,39,55,0
g,0,13,1,0,1,4,1,b,a,1,124076,51,40,0
b,0,13,1,0,8,4,2,a,b,1,277420,56,40,1
e,0,6,13,0,1,3,1,b,e,2,280278,51,40,0
a,0,8,16,0,1,3,4,a,d,1,241185,17,20,0
c,1741,10,6,0,1,3,2,b,a,1,202188,42,50,0
c,0,10,6,0,1,3,1,b,d,1,198422,42,40,0
a,0,15,11,27828,12,3,4,a,e,1,82242,29,45,1
b,0,13,1,0,1,3,4,a,b,1,178429,33,40,1
b,0,15,11,0,,3,4,a,b,1,185866,47,60,1
c,0,10,6,0,1,3,10,a,a,1,212847,43,40,0
b,0,15,11,0,1,2,4,a,b,1,219661,64,9,1
c,0,9,2,0,1,3,8,a,a,1,321856,40,60,1
a,0,3,12,0,6,3,3,a,a,1,313873,21,40,0
b,0,10,6,0,1,3,2,a,b,1,144064,31,40,0
g,0,11,8,0,1,3,2,b,e,3,139586,60,40,1
b,0,8,16,0,1,3,6,a,b,1,419691,32,40,1
b,0,13,1,6767,1,,,a,b,1,212759,66,20,0
a,0,9,2,0,1,3,7,a,d,2,195562,27,20,0
b,0,9,2,0,1,3,2,b,c,1,205706,40,40,0
b,0,9,2,0,1,3,5,b,c,1,131310,27,40,1
a,0,10,6,0,1,3,5,a,d,1,54440,18,30,0
e,0,9,2,0,1,3,5,b,a,2,200734,43,40,0
b,0,9,2,0,1,3,10,a,b,1,81859,52,48,1
a,0,9,2,0,1,3,5,a,a,1,159589,31,85,0
b,0,9,2,0,1,3,8,a,b,1,300915,28,60,0
a,0,14,4,0,1,3,4,b,a,1,185057,44,35,0
b,0,10,6,0,1,2,9,a,b,1,42044,37,84,0
b,0,13,1,0,1,3,2,a,b,1,166416,35,50,1
e,0,5,5,0,1,3,7,a,e,2,212737,42,40,0
a,0,6,13,0,1,3,5,a,d,2,236069,18,10,0
b,1977,14,4,0,1,7,6,a,b,1,216414,46,60,1
b,0,9,2,0,1,4,1,a,b,1,27432,54,40,1
b,1672,9,2,0,1,3,6,a,b,1,145419,54,50,0
c,0,10,6,0,12,3,1,b,a,1,147202,56,45,0
a,0,10,6,0,1,3,6,a,e,1,29261,27,50,0
a,0,13,1,0,6,3,1,b,d,1,359543,26,40,0
b,0,10,6,0,1,5,7,a,b,1,227644,41,40,0
b,0,9,2,0,,3,3,a,b,1,90021,41,40,0
c,0,10,6,0,1,3,10,b,e,1,188154,32,40,0
a,0,9,2,0,1,3,1,b,d,1,110142,18,30,0
b,0,9,2,0,1,3,3,a,b,1,186415,36,65,0
a,0,6,13,0,1,3,3,a,a,1,175720,37,40,0
a,0,3,12,0,6,3,9,a,d,1,172865,31,25,0
b,0,13,1,0,1,3,2,a,b,1,35969,46,51,0
c,0,9,2,0,1,3,10,a,a,1,433330,24,40,0
a,0,13,1,0,22,7,2,a,d,3,160261,25,35,0
b,0,3,12,0,1,3,7,a,b,1,189528,55,50,0
g,0,9,2,0,1,5,2,a,a,1,113324,64,40,0
a,0,13,1,0,1,5,4,b,a,1,118500,30,40,0
a,0,14,4,0,1,3,4,a,a,1,89681,65,99,0
c,0,13,1,0,1,4,4,a,a,1,199925,46,40,0
b,0,14,4,15024,1,3,2,a,b,1,102308,45,60,1
a,0,10,6,0,1,3,6,b,d,1,444607,18,25,0
b,0,13,1,0,1,3,2,a,b,1,176998,32,40,0
b,0,13,1,7688,,,,b,c,5,94559,38,50,1
b,0,16,10,0,12,1,4,a,b,1,366198,34,45,1
b,0,9,2,3137,1,3,7,a,b,1,180686,35,40,0
a,0,9,2,3325,1,3,7,a,d,1,108019,26,40,0
a,0,10,6,0,1,3,6,a,f,1,153542,24,35,0
b,0,9,2,15024,1,2,6,a,b,1,210364,45,80,1
a,0,6,13,0,1,3,3,b,a,1,185394,36,34,0
b,0,4,9,0,37,3,10,a,b,5,222703,44,40,0
a,0,10,6,0,1,3,1,b,a,1,183945,23,60,0
b,0,9,2,0,1,3,7,a,b,1,161964,57,55,0
b,0,10,6,0,6,2,6,a,b,1,375574,41,60,1
b,0,9,2,0,8,5,13,a,b,2,312427,20,30,0
b,0,10,6,0,1,3,7,a,b,1,53373,32,36,0
b,0,9,2,99999,1,3,5,b,c,1,166330,60,40,1
a,0,13,1,0,1,7,7,b,a,1,124665,38,20,0
a,0,9,2,0,1,3,8,b,a,1,146719,29,45,0
a,0,9,2,0,1,3,7,a,d,1,306593,22,40,0
a,0,10,6,0,4,3,6,a,d,3,156687,21,30,0
b,0,9,2,3137,1,5,5,a,f,1,153489,40,40,0
b,1848,10,6,0,1,3,2,a,b,1,231377,59,45,1
c,0,14,4,0,1,1,2,a,a,1,127089,45,45,0
g,0,9,2,0,1,5,5,b,a,1,329355,76,13,0
b,0,13,1,0,1,3,10,a,b,1,178319,45,40,1
e,0,14,4,0,1,5,4,b,e,1,304246,49,70,0
a,0,11,8,0,1,5,13,b,a,2,174640,36,60,1
a,0,7,3,0,1,3,7,a,d,1,148294,22,35,0
c,0,11,8,0,1,3,4,b,e,1,298037,47,44,0
f,0,9,2,0,1,3,6,a,b,1,98155,26,55,0
c,0,10,6,0,1,3,7,a,d,1,102766,21,40,0
a,0,9,2,0,1,3,8,b,d,1,78529,27,15,0
a,0,13,1,0,1,3,5,a,a,1,136309,26,40,0
a,0,11,8,0,1,3,11,b,d,1,275357,20,25,0
a,0,14,4,0,10,2,4,a,a,1,33117,31,45,0
c,0,14,4,0,1,5,5,b,e,2,199546,57,40,0
c,0,7,3,0,1,3,6,b,f,1,184128,39,40,0
a,0,12,7,14344,10,3,11,a,a,2,337039,36,40,1
b,0,10,6,0,1,3,2,a,b,1,126511,66,45,0
b,0,10,6,0,1,5,7,a,b,1,325792,34,40,0
b,0,9,2,0,1,,,a,b,1,91901,80,25,0
a,0,9,2,0,1,3,5,b,f,1,119474,21,40,0
b,1902,13,1,0,1,3,2,a,b,1,153238,40,32,1
c,0,12,7,0,1,5,1,b,a,1,321851,49,30,0
c,0,10,6,3325,1,2,6,b,a,1,108557,48,60,0
a,0,10,6,594,1,1,5,a,a,1,67217,19,24,0
b,0,7,3,0,1,3,8,a,b,2,195508,42,40,0
b,0,9,2,0,1,3,8,a,b,1,102193,59,45,0
c,0,10,6,0,1,3,5,b,a,1,20323,63,40,0
a,0,9,2,0,1,3,7,a,f,1,122206,26,40,0
c,0,5,5,0,1,3,5,b,f,1,200652,41,35,0
b,1628,10,6,0,1,3,1,a,b,1,173590,42,40,0
a,0,9,2,0,1,3,5,a,d,1,184121,19,20,0
b,0,7,3,0,1,5,5,b,c,1,53123,45,25,0
b,0,9,2,0,1,3,5,b,c,1,175990,47,30,1
c,0,9,2,0,1,3,1,b,a,1,316101,47,40,0
b,0,11,8,0,10,3,7,a,b,1,34080,34,40,0
b,0,13,1,15024,1,2,6,a,b,1,219718,49,40,1
c,0,9,2,0,1,3,8,a,a,1,126954,36,40,0
g,0,9,2,0,1,3,7,a,e,1,99185,53,40,1
a,2001,10,6,0,1,,,a,a,1,40052,21,45,0
c,0,9,2,0,1,3,3,a,a,1,120074,39,40,0
b,0,11,8,0,1,2,7,a,b,1,77336,52,40,0
a,0,10,6,2176,1,3,6,b,d,1,60981,18,35,0
a,0,11,8,0,1,3,7,a,a,3,77884,59,40,0
b,0,9,2,0,1,3,7,a,b,1,65408,50,50,1
b,0,13,1,0,1,3,11,a,b,3,173279,31,40,1
b,0,10,6,0,1,,,b,c,1,318351,52,40,1
b,0,10,6,0,1,2,2,a,b,1,157686,41,40,1
g,0,12,7,0,1,3,11,a,e,1,277434,45,40,1
c,0,14,4,0,1,5,4,b,a,1,184620,54,40,0
a,0,9,2,0,1,3,9,a,a,1,34443,22,25,0
b,0,9,2,7298,1,3,8,a,b,1,268553,50,40,1
a,0,12,7,0,1,,,b,a,1,41356,20,32,0
c,0,9,2,0,1,3,1,b,a,1,459342,43,40,0
b,0,13,1,0,1,5,4,a,b,1,148549,48,40,0
a,0,13,1,2174,1,3,2,a,a,1,254293,24,45,0
b,0,10,6,15024,1,3,6,a,b,1,104501,54,40,1
b,0,9,2,0,1,3,1,a,b,1,238367,26,40,0
b,0,13,1,0,1,3,7,a,b,1,180439,53,40,1
b,0,16,10,15024,1,7,4,a,b,1,100029,51,40,1
b,1887,14,4,0,1,3,2,a,b,1,215990,54,44,1
b,0,9,2,0,1,1,7,a,b,1,111567,32,49,1
b,0,9,2,0,1,3,7,a,b,2,319163,46,40,0
b,0,13,1,0,1,,,a,b,1,160155,60,12,0
c,0,9,2,0,1,5,1,b,a,1,378045,52,45,0
c,0,9,2,0,1,3,1,b,a,1,177083,44,40,0
b,1672,10,6,0,1,7,2,a,b,1,119891,56,40,0
b,0,9,2,0,1,3,2,a,b,1,127779,57,40,0
a,0,9,2,0,1,3,5,b,e,2,299353,35,40,0
a,0,12,7,0,1,3,11,b,a,1,63861,30,40,0
a,0,10,6,0,1,3,3,a,a,1,112403,29,35,0
b,0,13,1,7688,1,3,2,a,b,1,83610,49,66,1
a,0,6,13,0,1,3,3,a,a,1,452808,28,40,0
e,0,10,6,0,1,3,1,b,e,2,176871,30,40,0
c,1980,9,2,0,1,3,5,a,a,1,100651,45,40,0
a,0,6,13,0,1,3,5,a,d,1,266134,17,12,0
b,0,6,13,0,1,5,1,a,b,1,196307,54,40,0
b,0,10,6,0,1,3,1,a,b,1,87891,31,40,0
b,1977,16,10,0,1,3,2,a,b,1,182314,54,50,1
b,0,13,1,0,1,,,a,b,1,136819,55,40,0
b,0,12,7,0,,3,1,b,d,1,181666,26,40,0
b,0,5,5,0,1,3,3,a,b,1,179671,37,50,0
c,0,9,2,0,1,3,7,a,a,4,27494,34,48,1
b,0,13,1,0,11,3,4,a,b,1,338320,38,40,0
b,0,10,6,0,1,3,2,a,b,1,199688,51,45,0
a,0,9,2,0,1,3,2,a,a,3,96635,41,60,0
a,0,10,6,0,1,3,3,a,a,1,165064,24,40,0
b,0,13,1,15024,1,7,2,a,b,1,109856,56,50,1
a,0,9,2,0,1,3,7,a,d,3,82393,33,40,0
b,0,6,13,0,1,3,10,a,b,1,209538,31,40,0
a,0,10,6,0,1,3,3,a,a,2,209891,27,50,0
b,0,13,1,0,1,2,6,a,f,1,56026,32,45,0
b,0,12,7,0,8,3,2,a,b,1,210844,35,40,0
b,0,10,6,0,1,3,7,a,b,1,117158,43,45,1
c,0,9,2,0,1,3,5,b,e,1,193144,40,36,0
a,0,9,2,0,1,2,5,a,d,1,137578,19,53,0
a,0,12,7,0,1,3,3,a,d,1,234108,23,32,0
e,0,9,2,0,1,3,10,a,e,1,155767,40,40,0
c,0,9,2,0,1,3,7,a,a,1,110820,59,38,1
b,0,9,2,0,1,3,7,a,b,1,403276,43,40,0
b,0,6,13,0,,2,7,a,b,1,147269,43,60,0
g,0,9,2,0,1,3,10,b,a,1,123092,53,40,0
b,0,9,2,0,1,3,6,a,b,1,165673,26,40,0
b,0,10,6,10605,1,7,2,a,b,1,182131,68,20,1
b,0,13,1,0,1,3,6,a,b,1,204415,41,48,1
c,0,9,2,0,1,2,7,a,e,1,92531,32,40,0
